"","V1","DateTime","site","flow"
"1",1,"2019-10-07 00:00:00","FW",107.69
"2",2,"2019-10-07 01:00:00","FW",107.69
"3",3,"2019-10-07 02:00:00","FW",107.69
"4",4,"2019-10-07 03:00:00","FW",107.69
"5",5,"2019-10-07 04:00:00","FW",107.69
"6",6,"2019-10-07 05:00:00","FW",107.69
"7",7,"2019-10-07 06:00:00","FW",107.69
"8",8,"2019-10-07 07:00:00","FW",107.69
"9",9,"2019-10-07 08:00:00","FW",107.69
"10",10,"2019-10-07 09:00:00","FW",107.69
"11",11,"2019-10-07 10:00:00","FW",107.69
"12",12,"2019-10-07 11:00:00","FW",107.69
"13",13,"2019-10-07 12:00:00","FW",107.69
"14",14,"2019-10-07 13:00:00","FW",107.69
"15",15,"2019-10-07 14:00:00","FW",107.69
"16",16,"2019-10-07 15:00:00","FW",107.69
"17",17,"2019-10-07 16:00:00","FW",107.69
"18",18,"2019-10-07 17:00:00","FW",107.69
"19",19,"2019-10-07 18:00:00","FW",107.69
"20",20,"2019-10-07 19:00:00","FW",107.69
"21",21,"2019-10-07 20:00:00","FW",107.69
"22",22,"2019-10-07 21:00:00","FW",107.69
"23",23,"2019-10-07 22:00:00","FW",107.69
"24",24,"2019-10-07 23:00:00","FW",107.69
"25",25,"2019-10-08 00:00:00","FW",111.99
"26",26,"2019-10-08 01:00:00","FW",111.99
"27",27,"2019-10-08 02:00:00","FW",111.99
"28",28,"2019-10-08 03:00:00","FW",111.99
"29",29,"2019-10-08 04:00:00","FW",111.99
"30",30,"2019-10-08 05:00:00","FW",111.99
"31",31,"2019-10-08 06:00:00","FW",111.99
"32",32,"2019-10-08 07:00:00","FW",111.99
"33",33,"2019-10-08 08:00:00","FW",111.99
"34",34,"2019-10-08 09:00:00","FW",111.99
"35",35,"2019-10-08 10:00:00","FW",111.99
"36",36,"2019-10-08 11:00:00","FW",111.99
"37",37,"2019-10-08 12:00:00","FW",111.99
"38",38,"2019-10-08 13:00:00","FW",111.99
"39",39,"2019-10-08 14:00:00","FW",111.99
"40",40,"2019-10-08 15:00:00","FW",111.99
"41",41,"2019-10-08 16:00:00","FW",111.99
"42",42,"2019-10-08 17:00:00","FW",111.99
"43",43,"2019-10-08 18:00:00","FW",111.99
"44",44,"2019-10-08 19:00:00","FW",111.99
"45",45,"2019-10-08 20:00:00","FW",111.99
"46",46,"2019-10-08 21:00:00","FW",111.99
"47",47,"2019-10-08 22:00:00","FW",111.99
"48",48,"2019-10-08 23:00:00","FW",111.99
"49",49,"2019-10-09 00:00:00","FW",91.97
"50",50,"2019-10-09 01:00:00","FW",91.97
"51",51,"2019-10-09 02:00:00","FW",91.97
"52",52,"2019-10-09 03:00:00","FW",91.97
"53",53,"2019-10-09 04:00:00","FW",91.97
"54",54,"2019-10-09 05:00:00","FW",91.97
"55",55,"2019-10-09 06:00:00","FW",91.97
"56",56,"2019-10-09 07:00:00","FW",91.97
"57",57,"2019-10-09 08:00:00","FW",91.97
"58",58,"2019-10-09 09:00:00","FW",91.97
"59",59,"2019-10-09 10:00:00","FW",91.97
"60",60,"2019-10-09 11:00:00","FW",91.97
"61",61,"2019-10-09 12:00:00","FW",91.97
"62",62,"2019-10-09 13:00:00","FW",91.97
"63",63,"2019-10-09 14:00:00","FW",91.97
"64",64,"2019-10-09 15:00:00","FW",91.97
"65",65,"2019-10-09 16:00:00","FW",91.97
"66",66,"2019-10-09 17:00:00","FW",91.97
"67",67,"2019-10-09 18:00:00","FW",91.97
"68",68,"2019-10-09 19:00:00","FW",91.97
"69",69,"2019-10-09 20:00:00","FW",91.97
"70",70,"2019-10-09 21:00:00","FW",91.97
"71",71,"2019-10-09 22:00:00","FW",91.97
"72",72,"2019-10-09 23:00:00","FW",91.97
"73",73,"2019-10-10 00:00:00","FW",104.93
"74",74,"2019-10-10 01:00:00","FW",104.93
"75",75,"2019-10-10 02:00:00","FW",104.93
"76",76,"2019-10-10 03:00:00","FW",104.93
"77",77,"2019-10-10 04:00:00","FW",104.93
"78",78,"2019-10-10 05:00:00","FW",104.93
"79",79,"2019-10-10 06:00:00","FW",104.93
"80",80,"2019-10-10 07:00:00","FW",104.93
"81",81,"2019-10-10 08:00:00","FW",104.93
"82",82,"2019-10-10 09:00:00","FW",104.93
"83",83,"2019-10-10 10:00:00","FW",104.93
"84",84,"2019-10-10 11:00:00","FW",104.93
"85",85,"2019-10-10 12:00:00","FW",104.93
"86",86,"2019-10-10 13:00:00","FW",104.93
"87",87,"2019-10-10 14:00:00","FW",104.93
"88",88,"2019-10-10 15:00:00","FW",104.93
"89",89,"2019-10-10 16:00:00","FW",104.93
"90",90,"2019-10-10 17:00:00","FW",104.93
"91",91,"2019-10-10 18:00:00","FW",104.93
"92",92,"2019-10-10 19:00:00","FW",104.93
"93",93,"2019-10-10 20:00:00","FW",104.93
"94",94,"2019-10-10 21:00:00","FW",104.93
"95",95,"2019-10-10 22:00:00","FW",104.93
"96",96,"2019-10-10 23:00:00","FW",104.93
"97",97,"2019-10-11 00:00:00","FW",105.69
"98",98,"2019-10-11 01:00:00","FW",105.69
"99",99,"2019-10-11 02:00:00","FW",105.69
"100",100,"2019-10-11 03:00:00","FW",105.69
"101",101,"2019-10-11 04:00:00","FW",105.69
"102",102,"2019-10-11 05:00:00","FW",105.69
"103",103,"2019-10-11 06:00:00","FW",105.69
"104",104,"2019-10-11 07:00:00","FW",105.69
"105",105,"2019-10-11 08:00:00","FW",105.69
"106",106,"2019-10-11 09:00:00","FW",105.69
"107",107,"2019-10-11 10:00:00","FW",105.69
"108",108,"2019-10-11 11:00:00","FW",105.69
"109",109,"2019-10-11 12:00:00","FW",105.69
"110",110,"2019-10-11 13:00:00","FW",105.69
"111",111,"2019-10-11 14:00:00","FW",105.69
"112",112,"2019-10-11 15:00:00","FW",105.69
"113",113,"2019-10-11 16:00:00","FW",105.69
"114",114,"2019-10-11 17:00:00","FW",105.69
"115",115,"2019-10-11 18:00:00","FW",105.69
"116",116,"2019-10-11 19:00:00","FW",105.69
"117",117,"2019-10-11 20:00:00","FW",105.69
"118",118,"2019-10-11 21:00:00","FW",105.69
"119",119,"2019-10-11 22:00:00","FW",105.69
"120",120,"2019-10-11 23:00:00","FW",105.69
"121",121,"2019-10-12 00:00:00","FW",118.92
"122",122,"2019-10-12 01:00:00","FW",118.92
"123",123,"2019-10-12 02:00:00","FW",118.92
"124",124,"2019-10-12 03:00:00","FW",118.92
"125",125,"2019-10-12 04:00:00","FW",118.92
"126",126,"2019-10-12 05:00:00","FW",118.92
"127",127,"2019-10-12 06:00:00","FW",118.92
"128",128,"2019-10-12 07:00:00","FW",118.92
"129",129,"2019-10-12 08:00:00","FW",118.92
"130",130,"2019-10-12 09:00:00","FW",118.92
"131",131,"2019-10-12 10:00:00","FW",118.92
"132",132,"2019-10-12 11:00:00","FW",118.92
"133",133,"2019-10-12 12:00:00","FW",118.92
"134",134,"2019-10-12 13:00:00","FW",118.92
"135",135,"2019-10-12 14:00:00","FW",118.92
"136",136,"2019-10-12 15:00:00","FW",118.92
"137",137,"2019-10-12 16:00:00","FW",118.92
"138",138,"2019-10-12 17:00:00","FW",118.92
"139",139,"2019-10-12 18:00:00","FW",118.92
"140",140,"2019-10-12 19:00:00","FW",118.92
"141",141,"2019-10-12 20:00:00","FW",118.92
"142",142,"2019-10-12 21:00:00","FW",118.92
"143",143,"2019-10-12 22:00:00","FW",118.92
"144",144,"2019-10-12 23:00:00","FW",118.92
"145",145,"2019-10-13 00:00:00","FW",101.19
"146",146,"2019-10-13 01:00:00","FW",101.19
"147",147,"2019-10-13 02:00:00","FW",101.19
"148",148,"2019-10-13 03:00:00","FW",101.19
"149",149,"2019-10-13 04:00:00","FW",101.19
"150",150,"2019-10-13 05:00:00","FW",101.19
"151",151,"2019-10-13 06:00:00","FW",101.19
"152",152,"2019-10-13 07:00:00","FW",101.19
"153",153,"2019-10-13 08:00:00","FW",101.19
"154",154,"2019-10-13 09:00:00","FW",101.19
"155",155,"2019-10-13 10:00:00","FW",101.19
"156",156,"2019-10-13 11:00:00","FW",101.19
"157",157,"2019-10-13 12:00:00","FW",101.19
"158",158,"2019-10-13 13:00:00","FW",101.19
"159",159,"2019-10-13 14:00:00","FW",101.19
"160",160,"2019-10-13 15:00:00","FW",101.19
"161",161,"2019-10-13 16:00:00","FW",101.19
"162",162,"2019-10-13 17:00:00","FW",101.19
"163",163,"2019-10-13 18:00:00","FW",101.19
"164",164,"2019-10-13 19:00:00","FW",101.19
"165",165,"2019-10-13 20:00:00","FW",101.19
"166",166,"2019-10-13 21:00:00","FW",101.19
"167",167,"2019-10-13 22:00:00","FW",101.19
"168",168,"2019-10-13 23:00:00","FW",101.19
"169",169,"2019-10-14 00:00:00","FW",101.29
"170",170,"2019-10-14 01:00:00","FW",101.29
"171",171,"2019-10-14 02:00:00","FW",101.29
"172",172,"2019-10-14 03:00:00","FW",101.29
"173",173,"2019-10-14 04:00:00","FW",101.29
"174",174,"2019-10-14 05:00:00","FW",101.29
"175",175,"2019-10-14 06:00:00","FW",101.29
"176",176,"2019-10-14 07:00:00","FW",101.29
"177",177,"2019-10-14 08:00:00","FW",101.29
"178",178,"2019-10-14 09:00:00","FW",101.29
"179",179,"2019-10-14 10:00:00","FW",101.29
"180",180,"2019-10-14 11:00:00","FW",101.29
"181",181,"2019-10-14 12:00:00","FW",101.29
"182",182,"2019-10-14 13:00:00","FW",101.29
"183",183,"2019-10-14 14:00:00","FW",101.29
"184",184,"2019-10-14 15:00:00","FW",101.29
"185",185,"2019-10-14 16:00:00","FW",101.29
"186",186,"2019-10-14 17:00:00","FW",101.29
"187",187,"2019-10-14 18:00:00","FW",101.29
"188",188,"2019-10-14 19:00:00","FW",101.29
"189",189,"2019-10-14 20:00:00","FW",101.29
"190",190,"2019-10-14 21:00:00","FW",101.29
"191",191,"2019-10-14 22:00:00","FW",101.29
"192",192,"2019-10-14 23:00:00","FW",101.29
"193",193,"2019-10-15 00:00:00","FW",118.98
"194",194,"2019-10-15 01:00:00","FW",118.98
"195",195,"2019-10-15 02:00:00","FW",118.98
"196",196,"2019-10-15 03:00:00","FW",118.98
"197",197,"2019-10-15 04:00:00","FW",118.98
"198",198,"2019-10-15 05:00:00","FW",118.98
"199",199,"2019-10-15 06:00:00","FW",118.98
"200",200,"2019-10-15 07:00:00","FW",118.98
"201",201,"2019-10-15 08:00:00","FW",118.98
"202",202,"2019-10-15 09:00:00","FW",118.98
"203",203,"2019-10-15 10:00:00","FW",118.98
"204",204,"2019-10-15 11:00:00","FW",118.98
"205",205,"2019-10-15 12:00:00","FW",118.98
"206",206,"2019-10-15 13:00:00","FW",118.98
"207",207,"2019-10-15 14:00:00","FW",118.98
"208",208,"2019-10-15 15:00:00","FW",118.98
"209",209,"2019-10-15 16:00:00","FW",118.98
"210",210,"2019-10-15 17:00:00","FW",118.98
"211",211,"2019-10-15 18:00:00","FW",118.98
"212",212,"2019-10-15 19:00:00","FW",118.98
"213",213,"2019-10-15 20:00:00","FW",118.98
"214",214,"2019-10-15 21:00:00","FW",118.98
"215",215,"2019-10-15 22:00:00","FW",118.98
"216",216,"2019-10-15 23:00:00","FW",118.98
"217",217,"2019-10-16 00:00:00","FW",104.65
"218",218,"2019-10-16 01:00:00","FW",104.65
"219",219,"2019-10-16 02:00:00","FW",104.65
"220",220,"2019-10-16 03:00:00","FW",104.65
"221",221,"2019-10-16 04:00:00","FW",104.65
"222",222,"2019-10-16 05:00:00","FW",104.65
"223",223,"2019-10-16 06:00:00","FW",104.65
"224",224,"2019-10-16 07:00:00","FW",104.65
"225",225,"2019-10-16 08:00:00","FW",104.65
"226",226,"2019-10-16 09:00:00","FW",104.65
"227",227,"2019-10-16 10:00:00","FW",104.65
"228",228,"2019-10-16 11:00:00","FW",104.65
"229",229,"2019-10-16 12:00:00","FW",104.65
"230",230,"2019-10-16 13:00:00","FW",104.65
"231",231,"2019-10-16 14:00:00","FW",104.65
"232",232,"2019-10-16 15:00:00","FW",104.65
"233",233,"2019-10-16 16:00:00","FW",104.65
"234",234,"2019-10-16 17:00:00","FW",104.65
"235",235,"2019-10-16 18:00:00","FW",104.65
"236",236,"2019-10-16 19:00:00","FW",104.65
"237",237,"2019-10-16 20:00:00","FW",104.65
"238",238,"2019-10-16 21:00:00","FW",104.65
"239",239,"2019-10-16 22:00:00","FW",104.65
"240",240,"2019-10-16 23:00:00","FW",104.65
"241",241,"2019-10-17 00:00:00","FW",98.56
"242",242,"2019-10-17 01:00:00","FW",98.56
"243",243,"2019-10-17 02:00:00","FW",98.56
"244",244,"2019-10-17 03:00:00","FW",98.56
"245",245,"2019-10-17 04:00:00","FW",98.56
"246",246,"2019-10-17 05:00:00","FW",98.56
"247",247,"2019-10-17 06:00:00","FW",98.56
"248",248,"2019-10-17 07:00:00","FW",98.56
"249",249,"2019-10-17 08:00:00","FW",98.56
"250",250,"2019-10-17 09:00:00","FW",98.56
"251",251,"2019-10-17 10:00:00","FW",98.56
"252",252,"2019-10-17 11:00:00","FW",98.56
"253",253,"2019-10-17 12:00:00","FW",98.56
"254",254,"2019-10-17 13:00:00","FW",98.56
"255",255,"2019-10-17 14:00:00","FW",98.56
"256",256,"2019-10-17 15:00:00","FW",98.56
"257",257,"2019-10-17 16:00:00","FW",98.56
"258",258,"2019-10-17 17:00:00","FW",98.56
"259",259,"2019-10-17 18:00:00","FW",98.56
"260",260,"2019-10-17 19:00:00","FW",98.56
"261",261,"2019-10-17 20:00:00","FW",98.56
"262",262,"2019-10-17 21:00:00","FW",98.56
"263",263,"2019-10-17 22:00:00","FW",98.56
"264",264,"2019-10-17 23:00:00","FW",98.56
"265",265,"2019-10-18 00:00:00","FW",87.1
"266",266,"2019-10-18 01:00:00","FW",87.1
"267",267,"2019-10-18 02:00:00","FW",87.1
"268",268,"2019-10-18 03:00:00","FW",87.1
"269",269,"2019-10-18 04:00:00","FW",87.1
"270",270,"2019-10-18 05:00:00","FW",87.1
"271",271,"2019-10-18 06:00:00","FW",87.1
"272",272,"2019-10-18 07:00:00","FW",87.1
"273",273,"2019-10-18 08:00:00","FW",87.1
"274",274,"2019-10-18 09:00:00","FW",87.1
"275",275,"2019-10-18 10:00:00","FW",87.1
"276",276,"2019-10-18 11:00:00","FW",87.1
"277",277,"2019-10-18 12:00:00","FW",87.1
"278",278,"2019-10-18 13:00:00","FW",87.1
"279",279,"2019-10-18 14:00:00","FW",87.1
"280",280,"2019-10-18 15:00:00","FW",87.1
"281",281,"2019-10-18 16:00:00","FW",87.1
"282",282,"2019-10-18 17:00:00","FW",87.1
"283",283,"2019-10-18 18:00:00","FW",87.1
"284",284,"2019-10-18 19:00:00","FW",87.1
"285",285,"2019-10-18 20:00:00","FW",87.1
"286",286,"2019-10-18 21:00:00","FW",87.1
"287",287,"2019-10-18 22:00:00","FW",87.1
"288",288,"2019-10-18 23:00:00","FW",87.1
"289",289,"2019-10-19 00:00:00","FW",97.55
"290",290,"2019-10-19 01:00:00","FW",97.55
"291",291,"2019-10-19 02:00:00","FW",97.55
"292",292,"2019-10-19 03:00:00","FW",97.55
"293",293,"2019-10-19 04:00:00","FW",97.55
"294",294,"2019-10-19 05:00:00","FW",97.55
"295",295,"2019-10-19 06:00:00","FW",97.55
"296",296,"2019-10-19 07:00:00","FW",97.55
"297",297,"2019-10-19 08:00:00","FW",97.55
"298",298,"2019-10-19 09:00:00","FW",97.55
"299",299,"2019-10-19 10:00:00","FW",97.55
"300",300,"2019-10-19 11:00:00","FW",97.55
"301",301,"2019-10-19 12:00:00","FW",97.55
"302",302,"2019-10-19 13:00:00","FW",97.55
"303",303,"2019-10-19 14:00:00","FW",97.55
"304",304,"2019-10-19 15:00:00","FW",97.55
"305",305,"2019-10-19 16:00:00","FW",97.55
"306",306,"2019-10-19 17:00:00","FW",97.55
"307",307,"2019-10-19 18:00:00","FW",97.55
"308",308,"2019-10-19 19:00:00","FW",97.55
"309",309,"2019-10-19 20:00:00","FW",97.55
"310",310,"2019-10-19 21:00:00","FW",97.55
"311",311,"2019-10-19 22:00:00","FW",97.55
"312",312,"2019-10-19 23:00:00","FW",97.55
"313",313,"2019-10-20 00:00:00","FW",85.17
"314",314,"2019-10-20 01:00:00","FW",85.17
"315",315,"2019-10-20 02:00:00","FW",85.17
"316",316,"2019-10-20 03:00:00","FW",85.17
"317",317,"2019-10-20 04:00:00","FW",85.17
"318",318,"2019-10-20 05:00:00","FW",85.17
"319",319,"2019-10-20 06:00:00","FW",85.17
"320",320,"2019-10-20 07:00:00","FW",85.17
"321",321,"2019-10-20 08:00:00","FW",85.17
"322",322,"2019-10-20 09:00:00","FW",85.17
"323",323,"2019-10-20 10:00:00","FW",85.17
"324",324,"2019-10-20 11:00:00","FW",85.17
"325",325,"2019-10-20 12:00:00","FW",85.17
"326",326,"2019-10-20 13:00:00","FW",85.17
"327",327,"2019-10-20 14:00:00","FW",85.17
"328",328,"2019-10-20 15:00:00","FW",85.17
"329",329,"2019-10-20 16:00:00","FW",85.17
"330",330,"2019-10-20 17:00:00","FW",85.17
"331",331,"2019-10-20 18:00:00","FW",85.17
"332",332,"2019-10-20 19:00:00","FW",85.17
"333",333,"2019-10-20 20:00:00","FW",85.17
"334",334,"2019-10-20 21:00:00","FW",85.17
"335",335,"2019-10-20 22:00:00","FW",85.17
"336",336,"2019-10-20 23:00:00","FW",85.17
"337",337,"2019-10-21 00:00:00","FW",87.88
"338",338,"2019-10-21 01:00:00","FW",87.88
"339",339,"2019-10-21 02:00:00","FW",87.88
"340",340,"2019-10-21 03:00:00","FW",87.88
"341",341,"2019-10-21 04:00:00","FW",87.88
"342",342,"2019-10-21 05:00:00","FW",87.88
"343",343,"2019-10-21 06:00:00","FW",87.88
"344",344,"2019-10-21 07:00:00","FW",87.88
"345",345,"2019-10-21 08:00:00","FW",87.88
"346",346,"2019-10-21 09:00:00","FW",87.88
"347",347,"2019-10-21 10:00:00","FW",87.88
"348",348,"2019-10-21 11:00:00","FW",87.88
"349",349,"2019-10-21 12:00:00","FW",87.88
"350",350,"2019-10-21 13:00:00","FW",87.88
"351",351,"2019-10-21 14:00:00","FW",87.88
"352",352,"2019-10-21 15:00:00","FW",87.88
"353",353,"2019-10-21 16:00:00","FW",87.88
"354",354,"2019-10-21 17:00:00","FW",87.88
"355",355,"2019-10-21 18:00:00","FW",87.88
"356",356,"2019-10-21 19:00:00","FW",87.88
"357",357,"2019-10-21 20:00:00","FW",87.88
"358",358,"2019-10-21 21:00:00","FW",87.88
"359",359,"2019-10-21 22:00:00","FW",87.88
"360",360,"2019-10-21 23:00:00","FW",87.88
"361",361,"2019-10-22 00:00:00","FW",80.53
"362",362,"2019-10-22 01:00:00","FW",80.53
"363",363,"2019-10-22 02:00:00","FW",80.53
"364",364,"2019-10-22 03:00:00","FW",80.53
"365",365,"2019-10-22 04:00:00","FW",80.53
"366",366,"2019-10-22 05:00:00","FW",80.53
"367",367,"2019-10-22 06:00:00","FW",80.53
"368",368,"2019-10-22 07:00:00","FW",80.53
"369",369,"2019-10-22 08:00:00","FW",80.53
"370",370,"2019-10-22 09:00:00","FW",80.53
"371",371,"2019-10-22 10:00:00","FW",80.53
"372",372,"2019-10-22 11:00:00","FW",80.53
"373",373,"2019-10-22 12:00:00","FW",80.53
"374",374,"2019-10-22 13:00:00","FW",80.53
"375",375,"2019-10-22 14:00:00","FW",80.53
"376",376,"2019-10-22 15:00:00","FW",80.53
"377",377,"2019-10-22 16:00:00","FW",80.53
"378",378,"2019-10-22 17:00:00","FW",80.53
"379",379,"2019-10-22 18:00:00","FW",80.53
"380",380,"2019-10-22 19:00:00","FW",80.53
"381",381,"2019-10-22 20:00:00","FW",80.53
"382",382,"2019-10-22 21:00:00","FW",80.53
"383",383,"2019-10-22 22:00:00","FW",80.53
"384",384,"2019-10-22 23:00:00","FW",80.53
"385",385,"2019-10-23 00:00:00","FW",78.01
"386",386,"2019-10-23 01:00:00","FW",78.01
"387",387,"2019-10-23 02:00:00","FW",78.01
"388",388,"2019-10-23 03:00:00","FW",78.01
"389",389,"2019-10-23 04:00:00","FW",78.01
"390",390,"2019-10-23 05:00:00","FW",78.01
"391",391,"2019-10-23 06:00:00","FW",78.01
"392",392,"2019-10-23 07:00:00","FW",78.01
"393",393,"2019-10-23 08:00:00","FW",78.01
"394",394,"2019-10-23 09:00:00","FW",78.01
"395",395,"2019-10-23 10:00:00","FW",78.01
"396",396,"2019-10-23 11:00:00","FW",78.01
"397",397,"2019-10-23 12:00:00","FW",78.01
"398",398,"2019-10-23 13:00:00","FW",78.01
"399",399,"2019-10-23 14:00:00","FW",78.01
"400",400,"2019-10-23 15:00:00","FW",78.01
"401",401,"2019-10-23 16:00:00","FW",78.01
"402",402,"2019-10-23 17:00:00","FW",78.01
"403",403,"2019-10-23 18:00:00","FW",78.01
"404",404,"2019-10-23 19:00:00","FW",78.01
"405",405,"2019-10-23 20:00:00","FW",78.01
"406",406,"2019-10-23 21:00:00","FW",78.01
"407",407,"2019-10-23 22:00:00","FW",78.01
"408",408,"2019-10-23 23:00:00","FW",78.01
"409",409,"2019-10-24 00:00:00","FW",79.4
"410",410,"2019-10-24 01:00:00","FW",79.4
"411",411,"2019-10-24 02:00:00","FW",79.4
"412",412,"2019-10-24 03:00:00","FW",79.4
"413",413,"2019-10-24 04:00:00","FW",79.4
"414",414,"2019-10-24 05:00:00","FW",79.4
"415",415,"2019-10-24 06:00:00","FW",79.4
"416",416,"2019-10-24 07:00:00","FW",79.4
"417",417,"2019-10-24 08:00:00","FW",79.4
"418",418,"2019-10-24 09:00:00","FW",79.4
"419",419,"2019-10-24 10:00:00","FW",79.4
"420",420,"2019-10-24 11:00:00","FW",79.4
"421",421,"2019-10-24 12:00:00","FW",79.4
"422",422,"2019-10-24 13:00:00","FW",79.4
"423",423,"2019-10-24 14:00:00","FW",79.4
"424",424,"2019-10-24 15:00:00","FW",79.4
"425",425,"2019-10-24 16:00:00","FW",79.4
"426",426,"2019-10-24 17:00:00","FW",79.4
"427",427,"2019-10-24 18:00:00","FW",79.4
"428",428,"2019-10-24 19:00:00","FW",79.4
"429",429,"2019-10-24 20:00:00","FW",79.4
"430",430,"2019-10-24 21:00:00","FW",79.4
"431",431,"2019-10-24 22:00:00","FW",79.4
"432",432,"2019-10-24 23:00:00","FW",79.4
"433",433,"2019-10-25 00:00:00","FW",83.82
"434",434,"2019-10-25 01:00:00","FW",83.82
"435",435,"2019-10-25 02:00:00","FW",83.82
"436",436,"2019-10-25 03:00:00","FW",83.82
"437",437,"2019-10-25 04:00:00","FW",83.82
"438",438,"2019-10-25 05:00:00","FW",83.82
"439",439,"2019-10-25 06:00:00","FW",83.82
"440",440,"2019-10-25 07:00:00","FW",83.82
"441",441,"2019-10-25 08:00:00","FW",83.82
"442",442,"2019-10-25 09:00:00","FW",83.82
"443",443,"2019-10-25 10:00:00","FW",83.82
"444",444,"2019-10-25 11:00:00","FW",83.82
"445",445,"2019-10-25 12:00:00","FW",83.82
"446",446,"2019-10-25 13:00:00","FW",83.82
"447",447,"2019-10-25 14:00:00","FW",83.82
"448",448,"2019-10-25 15:00:00","FW",83.82
"449",449,"2019-10-25 16:00:00","FW",83.82
"450",450,"2019-10-25 17:00:00","FW",83.82
"451",451,"2019-10-25 18:00:00","FW",83.82
"452",452,"2019-10-25 19:00:00","FW",83.82
"453",453,"2019-10-25 20:00:00","FW",83.82
"454",454,"2019-10-25 21:00:00","FW",83.82
"455",455,"2019-10-25 22:00:00","FW",83.82
"456",456,"2019-10-25 23:00:00","FW",83.82
"457",457,"2019-10-26 00:00:00","FW",83.29
"458",458,"2019-10-26 01:00:00","FW",83.29
"459",459,"2019-10-26 02:00:00","FW",83.29
"460",460,"2019-10-26 03:00:00","FW",83.29
"461",461,"2019-10-26 04:00:00","FW",83.29
"462",462,"2019-10-26 05:00:00","FW",83.29
"463",463,"2019-10-26 06:00:00","FW",83.29
"464",464,"2019-10-26 07:00:00","FW",83.29
"465",465,"2019-10-26 08:00:00","FW",83.29
"466",466,"2019-10-26 09:00:00","FW",83.29
"467",467,"2019-10-26 10:00:00","FW",83.29
"468",468,"2019-10-26 11:00:00","FW",83.29
"469",469,"2019-10-26 12:00:00","FW",83.29
"470",470,"2019-10-26 13:00:00","FW",83.29
"471",471,"2019-10-26 14:00:00","FW",83.29
"472",472,"2019-10-26 15:00:00","FW",83.29
"473",473,"2019-10-26 16:00:00","FW",83.29
"474",474,"2019-10-26 17:00:00","FW",83.29
"475",475,"2019-10-26 18:00:00","FW",83.29
"476",476,"2019-10-26 19:00:00","FW",83.29
"477",477,"2019-10-26 20:00:00","FW",83.29
"478",478,"2019-10-26 21:00:00","FW",83.29
"479",479,"2019-10-26 22:00:00","FW",83.29
"480",480,"2019-10-26 23:00:00","FW",83.29
"481",481,"2019-10-27 00:00:00","FW",80.96
"482",482,"2019-10-27 01:00:00","FW",80.96
"483",483,"2019-10-27 02:00:00","FW",80.96
"484",484,"2019-10-27 03:00:00","FW",80.96
"485",485,"2019-10-27 04:00:00","FW",80.96
"486",486,"2019-10-27 05:00:00","FW",80.96
"487",487,"2019-10-27 06:00:00","FW",80.96
"488",488,"2019-10-27 07:00:00","FW",80.96
"489",489,"2019-10-27 08:00:00","FW",80.96
"490",490,"2019-10-27 09:00:00","FW",80.96
"491",491,"2019-10-27 10:00:00","FW",80.96
"492",492,"2019-10-27 11:00:00","FW",80.96
"493",493,"2019-10-27 12:00:00","FW",80.96
"494",494,"2019-10-27 13:00:00","FW",80.96
"495",495,"2019-10-27 14:00:00","FW",80.96
"496",496,"2019-10-27 15:00:00","FW",80.96
"497",497,"2019-10-27 16:00:00","FW",80.96
"498",498,"2019-10-27 17:00:00","FW",80.96
"499",499,"2019-10-27 18:00:00","FW",80.96
"500",500,"2019-10-27 19:00:00","FW",80.96
"501",501,"2019-10-27 20:00:00","FW",80.96
"502",502,"2019-10-27 21:00:00","FW",80.96
"503",503,"2019-10-27 22:00:00","FW",80.96
"504",504,"2019-10-27 23:00:00","FW",80.96
"505",505,"2019-10-28 00:00:00","FW",87.59
"506",506,"2019-10-28 01:00:00","FW",87.59
"507",507,"2019-10-28 02:00:00","FW",87.59
"508",508,"2019-10-28 03:00:00","FW",87.59
"509",509,"2019-10-28 04:00:00","FW",87.59
"510",510,"2019-10-28 05:00:00","FW",87.59
"511",511,"2019-10-28 06:00:00","FW",87.59
"512",512,"2019-10-28 07:00:00","FW",87.59
"513",513,"2019-10-28 08:00:00","FW",87.59
"514",514,"2019-10-28 09:00:00","FW",87.59
"515",515,"2019-10-28 10:00:00","FW",87.59
"516",516,"2019-10-28 11:00:00","FW",87.59
"517",517,"2019-10-28 12:00:00","FW",87.59
"518",518,"2019-10-28 13:00:00","FW",87.59
"519",519,"2019-10-28 14:00:00","FW",87.59
"520",520,"2019-10-28 15:00:00","FW",87.59
"521",521,"2019-10-28 16:00:00","FW",87.59
"522",522,"2019-10-28 17:00:00","FW",87.59
"523",523,"2019-10-28 18:00:00","FW",87.59
"524",524,"2019-10-28 19:00:00","FW",87.59
"525",525,"2019-10-28 20:00:00","FW",87.59
"526",526,"2019-10-28 21:00:00","FW",87.59
"527",527,"2019-10-28 22:00:00","FW",87.59
"528",528,"2019-10-28 23:00:00","FW",87.59
"529",529,"2019-10-29 00:00:00","FW",84.24
"530",530,"2019-10-29 01:00:00","FW",84.24
"531",531,"2019-10-29 02:00:00","FW",84.24
"532",532,"2019-10-29 03:00:00","FW",84.24
"533",533,"2019-10-29 04:00:00","FW",84.24
"534",534,"2019-10-29 05:00:00","FW",84.24
"535",535,"2019-10-29 06:00:00","FW",84.24
"536",536,"2019-10-29 07:00:00","FW",84.24
"537",537,"2019-10-29 08:00:00","FW",84.24
